datetime,open,high,low,close,tick_volume,spread
04-01-2023 03:00:00,1845.801,1847.18,1845.197,1845.697,1636,125
04-01-2023 03:30:00,1845.662,1846.04,1845.122,1845.628,1195,125
04-01-2023 04:00:00,1845.661,1846.744,1845.475,1845.851,1108,125
04-01-2023 04:30:00,1845.88,1846.827,1845.661,1846.67,1211,125
04-01-2023 05:00:00,1846.635,1847.117,1844.793,1844.824,1695,125
04-01-2023 05:30:00,1844.857,1846.91,1844.674,1846.384,1662,125
04-01-2023 06:00:00,1846.372,1849.048,1845.804,1848.45,1817,125
04-01-2023 06:30:00,1848.481,1848.514,1846.007,1847.919,1700,125
04-01-2023 07:00:00,1847.916,1853.316,1847.455,1852.965,2628,125
04-01-2023 07:30:00,1852.995,1858.639,1852.897,1858.31,3596,125
04-01-2023 08:00:00,1858.275,1864.48,1856.974,1863.854,4292,125
04-01-2023 08:30:00,1863.822,1865.124,1859.257,1859.976,3238,125
04-01-2023 09:00:00,1859.944,1861.759,1858.883,1861.657,2485,125
04-01-2023 09:30:00,1861.666,1862.296,1859.907,1860.535,2496,125
04-01-2023 10:00:00,1860.547,1861.559,1857.728,1858.011,2417,125
04-01-2023 10:30:00,1858.021,1859.286,1857.665,1858.83,2068,125
04-01-2023 11:00:00,1858.833,1862.826,1857.868,1860.25,2205,125
04-01-2023 11:30:00,1860.284,1860.742,1858.146,1860.143,2104,125
04-01-2023 12:00:00,1860.175,1860.412,1854.709,1855.134,2792,125
04-01-2023 12:30:00,1855.167,1855.678,1853.082,1853.585,2365,125
04-01-2023 13:00:00,1853.599,1859.541,1852.817,1859.153,3978,125
04-01-2023 13:30:00,1859.183,1862.713,1858.542,1860.094,4261,125
04-01-2023 14:00:00,1860.064,1860.886,1857.078,1857.994,4217,125
04-01-2023 14:30:00,1858.026,1859.799,1855.351,1857.053,5624,125
04-01-2023 15:00:00,1857.051,1857.949,1849.014,1856.36,8953,125
04-01-2023 15:30:00,1856.326,1858.448,1853.483,1857.759,5123,125
04-01-2023 16:00:00,1857.763,1859.906,1856.112,1856.537,3873,125
04-01-2023 16:30:00,1856.536,1860.391,1856.501,1858.56,2892,125
04-01-2023 17:00:00,1858.578,1860.047,1855.348,1856.028,2619,125
04-01-2023 17:30:00,1856.038,1856.922,1850.159,1850.486,2886,125
04-01-2023 18:00:00,1850.477,1853.323,1849.796,1852.859,3056,125
04-01-2023 18:30:00,1852.889,1853.928,1850.163,1850.589,2975,125
04-01-2023 19:00:00,1850.556,1852.593,1847.064,1850.91,6505,125
04-01-2023 19:30:00,1850.879,1852.581,1850.118,1852.489,3056,125
04-01-2023 20:00:00,1852.465,1854.907,1851.356,1854.005,2219,125
04-01-2023 20:30:00,1853.975,1855.757,1851.703,1855.375,2238,125
04-01-2023 21:00:00,1855.343,1857.182,1854.862,1854.93,1345,125
04-01-2023 21:30:00,1854.924,1855.238,1853.738,1854.537,745,125
04-01-2023 23:00:00,1854.477,1856.541,1854.209,1856.305,1086,125
04-01-2023 23:30:00,1856.341,1857.013,1854.813,1854.865,1030,125
05-01-2023 00:00:00,1854.831,1856.348,1854.016,1856.13,1536,125
05-01-2023 00:30:00,1856.158,1856.21,1854.459,1855.13,1672,125
05-01-2023 01:00:00,1855.101,1858.149,1855.0,1857.48,2418,125
05-01-2023 01:30:00,1857.447,1859.008,1856.526,1858.894,1809,125
05-01-2023 02:00:00,1858.869,1858.869,1853.481,1853.809,2183,125
05-01-2023 02:30:00,1853.785,1856.921,1853.785,1856.885,1788,125
05-01-2023 03:00:00,1856.854,1856.972,1854.505,1854.691,1648,125
05-01-2023 03:30:00,1854.721,1856.396,1853.332,1853.333,1379,125
05-01-2023 04:00:00,1853.329,1853.498,1850.82,1851.567,1626,125
05-01-2023 04:30:00,1851.56,1852.062,1850.305,1852.062,1165,125
05-01-2023 05:00:00,1852.077,1852.683,1850.793,1851.134,1382,125
05-01-2023 05:30:00,1851.102,1853.446,1850.571,1852.637,1779,125
05-01-2023 06:00:00,1852.667,1855.647,1852.389,1854.05,1909,125
05-01-2023 06:30:00,1854.045,1854.138,1850.681,1850.796,1708,125
05-01-2023 07:00:00,1850.764,1854.437,1850.495,1854.165,2096,125
05-01-2023 07:30:00,1854.169,1855.109,1847.938,1849.348,2681,125
05-01-2023 08:00:00,1849.38,1850.408,1845.025,1848.006,4162,125
05-01-2023 08:30:00,1847.935,1848.145,1843.717,1846.396,2856,125
05-01-2023 09:00:00,1846.36,1849.431,1844.734,1848.995,2313,125
05-01-2023 09:30:00,1849.0,1850.503,1847.413,1848.524,2081,125
05-01-2023 10:00:00,1848.528,1851.009,1847.503,1848.916,2165,125
05-01-2023 10:30:00,1848.898,1851.346,1848.054,1849.006,2000,125
05-01-2023 11:00:00,1849.035,1850.803,1847.577,1848.21,2009,125
05-01-2023 11:30:00,1848.23,1848.261,1846.171,1846.285,2049,125
05-01-2023 12:00:00,1846.29,1848.799,1845.314,1848.024,2498,125
05-01-2023 12:30:00,1848.054,1848.32,1844.766,1845.369,2224,125
05-01-2023 13:00:00,1845.4,1848.35,1841.864,1844.418,5758,125
05-01-2023 13:30:00,1844.413,1846.513,1832.922,1834.766,7277,125
05-01-2023 14:00:00,1834.736,1836.792,1831.253,1836.093,4826,125
05-01-2023 14:30:00,1836.124,1837.87,1833.392,1834.426,5766,125
05-01-2023 15:00:00,1834.46,1836.238,1828.131,1829.037,7497,125
05-01-2023 15:30:00,1829.065,1829.568,1824.947,1826.888,4798,125
05-01-2023 16:00:00,1826.862,1831.831,1825.703,1831.546,3345,125
05-01-2023 16:30:00,1831.515,1832.003,1829.713,1830.718,2873,125
05-01-2023 17:00:00,1830.688,1833.724,1829.751,1833.048,2878,125
05-01-2023 17:30:00,1833.047,1834.223,1832.53,1833.901,2032,125
05-01-2023 18:00:00,1833.887,1837.473,1832.21,1835.433,3278,125
05-01-2023 18:30:00,1835.465,1837.169,1835.164,1835.949,2264,125
05-01-2023 19:00:00,1835.983,1836.492,1832.721,1832.733,1992,125
05-01-2023 19:30:00,1832.731,1835.544,1832.642,1834.313,1760,125
05-01-2023 20:00:00,1834.283,1834.283,1831.919,1833.309,1826,125
05-01-2023 20:30:00,1833.312,1834.179,1832.565,1832.967,1826,125
05-01-2023 21:00:00,1833.007,1833.843,1832.848,1832.945,997,125
05-01-2023 21:30:00,1832.948,1833.299,1832.68,1832.832,648,125
05-01-2023 23:00:00,1832.3,1833.169,1831.582,1832.632,1000,125
05-01-2023 23:30:00,1832.616,1833.163,1832.046,1832.836,791,125
06-01-2023 00:00:00,1832.837,1833.263,1831.302,1833.263,1275,125
06-01-2023 00:30:00,1833.295,1834.829,1833.027,1834.329,1337,125
06-01-2023 01:00:00,1834.356,1835.032,1832.374,1833.184,1775,125
06-01-2023 01:30:00,1833.179,1836.16,1832.827,1835.508,1807,125
06-01-2023 02:00:00,1835.504,1840.381,1835.464,1839.63,1986,125
06-01-2023 02:30:00,1839.6,1839.677,1837.713,1838.262,1684,125
06-01-2023 03:00:00,1838.252,1840.768,1838.189,1840.288,2052,125
06-01-2023 03:30:00,1840.319,1840.861,1839.159,1839.318,1435,125
06-01-2023 04:00:00,1839.315,1840.671,1838.819,1840.55,1055,125
06-01-2023 04:30:00,1840.551,1840.611,1838.07,1838.117,1081,125
06-01-2023 05:00:00,1838.072,1838.225,1836.038,1836.666,1564,125
06-01-2023 05:30:00,1836.7,1838.047,1835.768,1837.15,2002,125
06-01-2023 06:00:00,1837.171,1839.728,1837.053,1838.569,1702,125
06-01-2023 06:30:00,1838.571,1839.84,1838.378,1838.829,1559,125
06-01-2023 07:00:00,1838.867,1840.687,1837.388,1837.549,2018,125
06-01-2023 07:30:00,1837.524,1839.339,1836.685,1838.376,1925,125
06-01-2023 08:00:00,1838.409,1840.51,1837.67,1837.67,2598,125
06-01-2023 08:30:00,1837.695,1838.746,1836.77,1837.045,1908,125
06-01-2023 09:00:00,1837.039,1837.382,1833.271,1836.099,2080,125
06-01-2023 09:30:00,1836.088,1836.338,1834.008,1835.481,1905,125
06-01-2023 10:00:00,1835.516,1836.522,1834.071,1834.593,1991,125
06-01-2023 10:30:00,1834.627,1837.905,1834.49,1836.674,1863,125
06-01-2023 11:00:00,1836.658,1839.872,1836.564,1839.763,1927,125
06-01-2023 11:30:00,1839.753,1839.983,1835.904,1836.675,1999,125
06-01-2023 12:00:00,1836.662,1837.451,1834.827,1837.07,2133,125
06-01-2023 12:30:00,1837.081,1837.714,1835.187,1836.393,2252,125
06-01-2023 13:00:00,1836.424,1838.019,1834.642,1835.971,3966,125
06-01-2023 13:30:00,1835.949,1852.55,1835.12,1851.79,13501,125
06-01-2023 14:00:00,1851.827,1852.696,1843.552,1845.872,5679,125
06-01-2023 14:30:00,1845.903,1848.921,1840.692,1843.663,6551,125
06-01-2023 15:00:00,1843.71,1862.057,1843.71,1857.618,11272,125
06-01-2023 15:30:00,1857.588,1863.159,1857.557,1862.281,5475,125
06-01-2023 16:00:00,1862.318,1864.414,1860.152,1860.449,4072,125
06-01-2023 16:30:00,1860.481,1864.051,1859.921,1863.385,3022,125
06-01-2023 17:00:00,1863.42,1865.014,1861.303,1861.695,2535,125
06-01-2023 17:30:00,1861.729,1863.338,1860.958,1862.365,2260,125
06-01-2023 18:00:00,1862.333,1864.839,1861.748,1864.286,2051,125
06-01-2023 18:30:00,1864.256,1869.503,1863.8,1868.688,2677,125
06-01-2023 19:00:00,1868.718,1869.724,1868.191,1868.286,1999,125
06-01-2023 19:30:00,1868.291,1869.821,1868.036,1868.886,1835,125
06-01-2023 20:00:00,1868.855,1869.349,1867.862,1868.587,1682,125
06-01-2023 20:30:00,1868.591,1868.591,1865.805,1866.865,1952,125
06-01-2023 21:00:00,1866.899,1867.296,1865.835,1866.03,1005,125
06-01-2023 21:30:00,1866.029,1866.779,1865.674,1866.026,881,125
08-01-2023 23:00:00,1866.774,1869.438,1866.753,1868.21,1739,125
08-01-2023 23:30:00,1868.241,1869.96,1867.523,1869.639,1931,125
09-01-2023 00:00:00,1869.632,1870.826,1867.655,1868.518,2121,125
09-01-2023 00:30:00,1868.488,1869.365,1867.137,1868.601,1785,125
09-01-2023 01:00:00,1868.637,1871.772,1868.211,1870.879,2855,125
09-01-2023 01:30:00,1870.861,1875.274,1870.33,1874.411,2863,125
09-01-2023 02:00:00,1874.409,1877.668,1874.269,1877.09,2588,125
09-01-2023 02:30:00,1877.057,1879.516,1876.896,1879.222,2304,125
09-01-2023 03:00:00,1879.202,1879.531,1876.749,1877.427,2004,125
09-01-2023 03:30:00,1877.408,1878.239,1876.896,1877.204,1397,125
09-01-2023 04:00:00,1877.182,1877.908,1876.882,1877.338,1082,125
09-01-2023 04:30:00,1877.337,1877.87,1876.884,1876.905,1086,125
09-01-2023 05:00:00,1876.903,1877.393,1874.719,1876.875,1550,125
09-01-2023 05:30:00,1876.873,1878.137,1876.345,1877.931,1617,125
09-01-2023 06:00:00,1877.929,1879.905,1877.875,1878.745,1779,125
09-01-2023 06:30:00,1878.714,1879.345,1877.055,1878.086,1763,125
09-01-2023 07:00:00,1878.051,1880.954,1876.97,1878.651,2542,125
09-01-2023 07:30:00,1878.656,1879.675,1873.765,1875.066,2966,125
09-01-2023 08:00:00,1875.096,1876.954,1873.597,1876.276,3115,125
09-01-2023 08:30:00,1876.244,1876.725,1873.631,1873.85,2324,125
09-01-2023 09:00:00,1873.819,1874.568,1871.388,1872.467,2369,125
09-01-2023 09:30:00,1872.488,1874.667,1871.274,1873.605,2224,125
09-01-2023 10:00:00,1873.611,1874.847,1872.353,1873.556,2046,125
09-01-2023 10:30:00,1873.541,1873.992,1871.345,1871.556,2003,125
09-01-2023 11:00:00,1871.589,1872.903,1871.252,1872.281,1948,125
09-01-2023 11:30:00,1872.249,1873.449,1870.527,1873.05,2069,125
09-01-2023 12:00:00,1873.056,1875.611,1872.043,1874.763,2037,125
09-01-2023 12:30:00,1874.773,1875.593,1874.053,1874.916,2041,125
09-01-2023 13:00:00,1874.946,1877.066,1872.771,1876.721,4139,125
09-01-2023 13:30:00,1876.723,1878.412,1874.242,1878.201,4040,125
09-01-2023 14:00:00,1878.204,1879.547,1875.431,1876.275,3501,125
09-01-2023 14:30:00,1876.239,1881.481,1873.81,1877.027,5472,125
09-01-2023 15:00:00,1877.058,1879.287,1875.164,1875.23,4047,125
09-01-2023 15:30:00,1875.213,1876.327,1872.174,1874.704,3808,125
09-01-2023 16:00:00,1874.736,1876.653,1873.242,1875.853,3455,125
09-01-2023 16:30:00,1875.884,1878.487,1874.132,1876.142,3027,125
09-01-2023 17:00:00,1876.11,1876.115,1869.409,1870.0,3125,125
09-01-2023 17:30:00,1870.008,1872.056,1869.045,1871.872,2555,125
09-01-2023 18:00:00,1871.902,1873.886,1869.347,1873.352,2538,125
09-01-2023 18:30:00,1873.32,1874.715,1870.305,1871.277,2318,125
09-01-2023 19:00:00,1871.295,1873.398,1871.294,1872.556,1932,125
09-01-2023 19:30:00,1872.539,1875.733,1872.33,1875.226,2005,125
09-01-2023 20:00:00,1875.195,1875.195,1870.679,1870.987,2062,125
09-01-2023 20:30:00,1871.019,1871.878,1869.213,1871.23,2185,125
09-01-2023 21:00:00,1871.198,1871.475,1870.083,1871.133,953,125
09-01-2023 21:30:00,1871.146,1871.863,1870.751,1871.635,794,125
09-01-2023 23:00:00,1870.991,1871.151,1870.356,1870.583,765,125
09-01-2023 23:30:00,1870.56,1871.183,1870.309,1870.525,1002,125
10-01-2023 00:00:00,1870.515,1870.515,1867.827,1868.281,1940,125
10-01-2023 00:30:00,1868.275,1870.894,1868.211,1870.695,1534,125
10-01-2023 01:00:00,1870.665,1873.733,1869.997,1873.615,2167,125
10-01-2023 01:30:00,1873.584,1875.962,1873.094,1874.415,2477,125
10-01-2023 02:00:00,1874.449,1875.597,1872.497,1872.799,2105,125
10-01-2023 02:30:00,1872.769,1873.537,1871.05,1872.799,2335,125
10-01-2023 03:00:00,1872.831,1873.878,1871.745,1873.469,1755,125
10-01-2023 03:30:00,1873.475,1873.677,1871.495,1871.858,1573,125
10-01-2023 04:00:00,1871.89,1872.178,1870.704,1871.963,1203,125
10-01-2023 04:30:00,1871.965,1872.406,1870.846,1871.305,899,125
10-01-2023 05:00:00,1871.273,1873.045,1870.83,1872.978,1262,125
10-01-2023 05:30:00,1872.958,1875.218,1872.958,1874.04,1500,125
10-01-2023 06:00:00,1874.061,1874.932,1872.64,1872.777,1521,125
10-01-2023 06:30:00,1872.776,1873.507,1872.139,1873.287,1645,125
10-01-2023 07:00:00,1873.318,1873.999,1871.227,1871.293,2360,125
10-01-2023 07:30:00,1871.313,1873.63,1870.625,1872.055,2274,125
10-01-2023 08:00:00,1872.025,1874.45,1871.619,1873.338,2603,125
10-01-2023 08:30:00,1873.303,1876.235,1872.785,1875.1,2326,125
10-01-2023 09:00:00,1875.09,1877.249,1874.453,1876.203,2626,125
10-01-2023 09:30:00,1876.234,1877.259,1875.741,1876.819,2370,125
10-01-2023 10:00:00,1876.836,1877.146,1874.397,1875.429,2140,125
10-01-2023 10:30:00,1875.45,1876.153,1873.423,1875.138,1979,125
10-01-2023 11:00:00,1875.135,1876.615,1873.846,1876.48,2245,125
10-01-2023 11:30:00,1876.5,1876.984,1874.472,1875.19,2131,125
10-01-2023 12:00:00,1875.166,1875.638,1872.143,1872.699,2464,125
10-01-2023 12:30:00,1872.714,1873.632,1870.45,1871.754,2670,125
10-01-2023 13:00:00,1871.745,1874.486,1871.242,1873.063,2822,125
10-01-2023 13:30:00,1873.046,1873.697,1870.87,1873.377,2859,125
10-01-2023 14:00:00,1873.37,1878.358,1872.912,1877.188,5536,125
10-01-2023 14:30:00,1877.204,1879.9,1874.819,1878.281,6678,125
10-01-2023 15:00:00,1878.25,1880.757,1877.152,1878.379,4806,125
10-01-2023 15:30:00,1878.381,1878.49,1874.6,1875.706,4394,125
10-01-2023 16:00:00,1875.739,1877.379,1874.867,1875.373,2973,125
10-01-2023 16:30:00,1875.367,1876.049,1871.21,1871.574,2911,125
10-01-2023 17:00:00,1871.566,1874.098,1871.367,1873.77,2525,125
10-01-2023 17:30:00,1873.801,1875.917,1873.645,1874.265,2065,125
10-01-2023 18:00:00,1874.254,1875.422,1871.955,1872.325,2394,125
10-01-2023 18:30:00,1872.293,1875.743,1872.107,1875.634,1912,125
10-01-2023 19:00:00,1875.631,1877.262,1875.322,1877.019,1831,125
10-01-2023 19:30:00,1877.05,1877.3,1875.596,1876.648,1606,125
10-01-2023 20:00:00,1876.628,1878.266,1875.945,1878.131,1561,125
10-01-2023 20:30:00,1878.161,1878.71,1877.001,1878.122,1672,125
10-01-2023 21:00:00,1878.089,1878.184,1876.64,1877.521,874,125
10-01-2023 21:30:00,1877.552,1877.616,1876.78,1876.933,759,125
10-01-2023 23:00:00,1876.991,1877.457,1876.39,1876.851,787,125
10-01-2023 23:30:00,1876.845,1877.308,1876.447,1877.205,696,125
11-01-2023 00:00:00,1877.234,1877.252,1875.766,1876.396,1187,125
11-01-2023 00:30:00,1876.399,1878.123,1876.215,1877.994,1455,125
11-01-2023 01:00:00,1877.982,1878.433,1873.569,1873.569,2071,125
11-01-2023 01:30:00,1873.564,1874.141,1872.047,1873.023,1967,125
11-01-2023 02:00:00,1872.991,1874.731,1872.28,1874.636,1612,125
11-01-2023 02:30:00,1874.616,1876.55,1874.568,1874.97,1815,125
11-01-2023 03:00:00,1874.95,1876.785,1874.604,1876.49,1390,125
11-01-2023 03:30:00,1876.477,1877.965,1876.227,1877.699,1256,125
11-01-2023 04:00:00,1877.735,1877.928,1876.945,1877.183,987,125
11-01-2023 04:30:00,1877.191,1878.173,1877.002,1877.877,1050,125
11-01-2023 05:00:00,1877.88,1880.482,1877.454,1879.921,1560,125
11-01-2023 05:30:00,1879.934,1884.592,1879.763,1882.309,2568,125
11-01-2023 06:00:00,1882.277,1883.774,1882.172,1883.293,1641,125
11-01-2023 06:30:00,1883.278,1883.927,1880.572,1880.69,1796,125
11-01-2023 07:00:00,1880.721,1883.729,1880.311,1883.602,2428,125
11-01-2023 07:30:00,1883.585,1883.601,1881.343,1881.635,2080,125
11-01-2023 08:00:00,1881.599,1883.929,1880.96,1882.303,2675,125
11-01-2023 08:30:00,1882.286,1885.927,1882.139,1883.955,2635,125
11-01-2023 09:00:00,1883.949,1886.267,1883.309,1885.644,3053,125
11-01-2023 09:30:00,1885.65,1886.614,1883.564,1884.637,2386,125
11-01-2023 10:00:00,1884.649,1885.749,1883.118,1884.279,2019,125
11-01-2023 10:30:00,1884.286,1885.123,1882.515,1884.77,1882,125
11-01-2023 11:00:00,1884.804,1886.025,1884.253,1884.467,1823,125
11-01-2023 11:30:00,1884.465,1884.528,1882.888,1883.044,1852,125
11-01-2023 12:00:00,1883.012,1883.305,1875.77,1877.962,3280,125
11-01-2023 12:30:00,1877.993,1878.407,1875.975,1877.254,2441,125
11-01-2023 13:00:00,1877.218,1879.166,1876.298,1878.353,3098,125
11-01-2023 13:30:00,1878.38,1880.303,1875.931,1877.572,3649,125
11-01-2023 14:00:00,1877.606,1879.076,1876.255,1878.612,3173,125
11-01-2023 14:30:00,1878.645,1879.083,1870.44,1871.693,5979,125
11-01-2023 15:00:00,1871.727,1873.747,1871.504,1873.016,4181,125
11-01-2023 15:30:00,1872.984,1873.125,1869.376,1872.011,3682,125
11-01-2023 16:00:00,1872.043,1872.104,1867.006,1869.801,3541,125
11-01-2023 16:30:00,1869.833,1874.454,1869.658,1873.063,2701,125
11-01-2023 17:00:00,1873.093,1876.34,1872.906,1875.228,2372,125
11-01-2023 17:30:00,1875.259,1875.459,1872.881,1873.847,1990,125
11-01-2023 18:00:00,1873.815,1877.891,1873.142,1875.105,3493,125
11-01-2023 18:30:00,1875.074,1877.89,1874.864,1877.816,2088,125
11-01-2023 19:00:00,1877.849,1878.164,1876.926,1877.706,1678,125
11-01-2023 19:30:00,1877.709,1878.501,1877.241,1877.732,1473,125
11-01-2023 20:00:00,1877.747,1878.082,1875.695,1877.44,1364,125
11-01-2023 20:30:00,1877.435,1877.452,1876.086,1876.511,1352,125
11-01-2023 21:00:00,1876.541,1877.214,1876.409,1876.802,785,125
11-01-2023 21:30:00,1876.833,1876.885,1875.561,1875.779,760,125
11-01-2023 23:00:00,1874.966,1877.573,1874.504,1877.305,1353,125
11-01-2023 23:30:00,1877.307,1877.78,1876.897,1876.976,1132,125
12-01-2023 00:00:00,1876.972,1877.608,1875.86,1877.402,1732,125
12-01-2023 00:30:00,1877.426,1878.362,1877.215,1877.63,1468,125
12-01-2023 01:00:00,1877.663,1878.798,1877.302,1877.939,1868,125
12-01-2023 01:30:00,1877.928,1881.1,1877.632,1880.54,2009,125
12-01-2023 02:00:00,1880.543,1882.45,1880.243,1882.351,1742,125
12-01-2023 02:30:00,1882.353,1884.781,1881.978,1883.678,2013,125
12-01-2023 03:00:00,1883.682,1884.542,1882.461,1882.587,1558,125
12-01-2023 03:30:00,1882.588,1884.243,1882.093,1883.594,1144,125
12-01-2023 04:00:00,1883.561,1884.226,1883.225,1883.341,1092,125
12-01-2023 04:30:00,1883.342,1884.87,1883.034,1884.448,1097,125
12-01-2023 05:00:00,1884.48,1884.999,1883.794,1884.436,1260,125
12-01-2023 05:30:00,1884.44,1884.796,1883.358,1883.654,1508,125
12-01-2023 06:00:00,1883.651,1884.402,1883.047,1883.587,1418,125
12-01-2023 06:30:00,1883.603,1884.004,1882.052,1883.224,1419,125
12-01-2023 07:00:00,1883.19,1884.202,1880.833,1880.894,1988,125
12-01-2023 07:30:00,1880.9,1882.477,1879.888,1882.477,2357,125
12-01-2023 08:00:00,1882.507,1883.333,1881.522,1881.802,2149,125
12-01-2023 08:30:00,1881.768,1883.18,1881.426,1882.096,1994,125
12-01-2023 09:00:00,1882.091,1883.235,1881.193,1882.953,2003,125
12-01-2023 09:30:00,1882.921,1885.386,1882.771,1884.359,1970,125
12-01-2023 10:00:00,1884.327,1884.477,1882.53,1883.314,1866,125
12-01-2023 10:30:00,1883.284,1884.336,1882.56,1884.336,1700,125
12-01-2023 11:00:00,1884.366,1886.02,1884.079,1885.217,1616,125
12-01-2023 11:30:00,1885.213,1886.259,1885.024,1885.206,1628,125
12-01-2023 12:00:00,1885.175,1890.097,1884.806,1888.463,2431,125
12-01-2023 12:30:00,1888.468,1888.796,1886.539,1887.467,2231,125
12-01-2023 13:00:00,1887.439,1891.056,1886.867,1887.315,4265,125
12-01-2023 13:30:00,1887.109,1901.504,1873.443,1899.574,18919,125
12-01-2023 14:00:00,1899.608,1901.363,1887.808,1892.105,9133,125
12-01-2023 14:30:00,1892.135,1894.633,1879.832,1882.448,10412,125
12-01-2023 15:00:00,1882.478,1889.996,1880.431,1887.13,8010,125
12-01-2023 15:30:00,1887.123,1890.571,1885.464,1888.849,5290,125
12-01-2023 16:00:00,1888.845,1892.81,1888.397,1892.377,4031,125
12-01-2023 16:30:00,1892.409,1893.878,1890.907,1892.568,3269,125
12-01-2023 17:00:00,1892.588,1896.563,1891.763,1895.731,2939,125
12-01-2023 17:30:00,1895.764,1898.692,1895.638,1897.705,2948,125
12-01-2023 18:00:00,1897.717,1898.693,1894.082,1895.5,3580,125
12-01-2023 18:30:00,1895.535,1899.129,1894.449,1898.903,2640,125
12-01-2023 19:00:00,1898.934,1899.547,1896.567,1896.702,2240,125
12-01-2023 19:30:00,1896.713,1898.746,1895.739,1897.784,2036,125
12-01-2023 20:00:00,1897.754,1897.754,1894.228,1896.264,2220,125
12-01-2023 20:30:00,1896.298,1898.79,1895.747,1898.372,1768,125
12-01-2023 21:00:00,1898.403,1899.516,1897.417,1897.773,1069,125
